,,,,,,,,,,,,,,,,,,,,,,,,,,,
COTD 36,,,,,,COTD 37,,,,,,COTD 38,,,,,,COTD 39,,,,,,COTD 40,,,
Map: COTD #36 - Down Tools by DeeDeeNaNaNa,,,,,,Map: 1-2-Blast-Through by Striking Vyper,,,,,,Map: COTD #38 - Century by justMaki,,,,,,Map: St Bob Stroll - COTD #39 by [CTR] jandje,,,,,,Map: Zeep Gardens - COTD #40 by Akane,,,
16,a_random_tumbleweed,47.933,3,,,16,Dylan,48.869,4,,,16,Hi Im Yolo,43.007,6,,,16,FINSTER83,DNF,4,,,16,Shadynook,44.402,4
17,littlepuppy814,48.177,3,,,17,[KURK] Quickracer10,DNF,4,,,17,[CTR]R0nanC,42.033,6,,,17,agix,47.936,3,,,17,AndMe16,44.959,4
18,[SNTA] ZOMAN,47.235,2,,,,[CTR]OwlPlague,DNF,4,,,18,[CTR]L3it3R,DNF,6,,,18,[QRI] Stony  Baboon,48.720,3,,,18,[HUGS]Phoenjx,DNF,4
19,Roger256,48.118,2,,,19,FINSTER83,49.271,3,,,19,DeiRex,43.378,5,,,19,Orange Sheets,51.021,3,,,19,[ZET]toast,44.909,3
20,TusBro,49.335,2,,,20,Flexicon,50.203,3,,,20,Diabler,43.455,5,,,20,YTButItRuns,DNF,3,,,20,[Lord] bernhard,45.812,3
21,JunkJen,49.971,2,,,21,DeeDeeNaNaNa,50.660,3,,,21,[KOMM]  :3pacalypse :TheD,43.529,5,,,21,DeeDeeNaNaNa,1:03.504,2,,,21,DeeDeeNaNaNa,47.294,3
22,Hydro,DNF,1,,,22,RoundNzt,DNF,3,,,22,[ZAGA]DBNULL,DNF,5,,,22,[CHR]Warcans,DNF,2,,,22,[XTR]Hawk,DNF,3
,CDAW,DNF,1,,,23,70reos,51.264,2,,,23,agix,43.659,4,,,,[FaS] Ax1ss,DNF,2,,,23,KeaVa,49.243,2
,Pants,DNF,1,,,24,DragonBoi,DNF,2,,,24,Weside,43.928,4,,,,ColdTwilight,DNF,2,,,24,vortex,DNF,2
,gordeiegorov,DNF,1,,,,jofk2415,DNF,2,,,25,littlepuppy814,43.940,4,,,25,dejman,DNF,1,,,,Heart-TGV,DNF,2
,imagineaclevernamehere,DNF,1,,,,Heart-TGV,DNF,2,,,26,[COLD]Pants,44.744,4,,,,[ZET] rtyyyyb,DNF,1,,,,icRS,DNF,2
,,,,,,27,Drunkshinobi,DNF,1,,,27,DeeDeeNaNaNa,43.827,3,,,,w32s,DNF,1,,,27,[Tran]Fwogiie,DNF,1
,,,,,,,The Stig,DNF,1,,,28,FINSTER83,44.743,3,,,,imagineaclevernamehere,DNF,1,,,,Piggo89,DNF,1
,,,,,,,icRS,DNF,1,,,29,[ZET]toast,44.887,3,,,,icRS,DNF,1,,,,imagineaclevernamehere,DNF,1
,,,,,,,Voidsix,DNF,1,,,30,Dot,45.091,3,,,,gijidiji,DNF,1,,,,ColdTwilight,DNF,1
,,,,,,,[CTR]Jellyfish,DNF,1,,,31,Hex_Proto,45.233,2,,,,,,,,,,,,
,,,,,,,Salty Shark,DNF,1,,,32,imagineaclevernamehere,45.488,2,,,,,,,,,,,,
,,,,,,,soldtwilightbeta,DNF,1,,,33,Heart-TGV,45.535,2,,,,,,,,,,,,
,,,,,,,Despacito,DNF,1,,,34,coldtwilightbeta,DNF,2,,,,,,,,,,,,
,,,,,,,,,,,,35,Sann93,DNF,1,,,,,,,,,,,,
,,,,,,,,,,,,,[WHI] CopperFeather,DNF,1,,,,,,,,,,,,
,,,,,,,,,,,,,Salty Shark,DNF,1,,,,,,,,,,,,
,,,,,,,,,,,,,icRS,DNF,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"*Time would not have been eliminated, but Hydro had to leave",,,,,,,,,,,,,,
